region,Resource,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,MinCapTag_1,MinCapTag_2,MinCapTag_3,MinCapTag_4,MinCapTag_5,MinCapTag_6,MinCapTag_7,MinCapTag_8,MinCapTag_9,MinCapTag_10,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,tonne_co2_captured_mwh,co2_cost_mwh,co2_o_m_mw,backbone_cost_tonne,storage_cost_tonne,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,CapRes_1,CapRes_2,CapRes_3,CapRes_4,CapRes_5,CapRes_6,CapRes_7,CapRes_8,CapRes_9,CapRes_10,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,ESR_7,ESR_8,ESR_9,ESR_10,ESR_11,ESR_12,ESR_13,ESR_14,ESR_15,ESR_16,ESR_17,ESR_18,MinCapTag_11,MinCapTag_12,MinCapTag_13,MaxCapTag_1,MaxCapTag_2,MaxCapTag_3,MaxCapTag_4,Retro3_Source,Retro3_Efficiency,gen_is_variable,Retro3_Inv_Cost_per_MWyr,Capital_Recovery_Period,WACC,Lifetime,Capacity_Factor_ub,Capacity_Factor_lb,MULTI_FUELS,Num_Fuels,Fuel1,Heat_Rate1_MMBTU_per_MWh,Fuel1_Min_Cofire_Level,Fuel1_Min_Cofire_Level_Start,Fuel1_Max_Cofire_Level,Fuel1_Max_Cofire_Level_Start,Fuel2,Heat_Rate2_MMBTU_per_MWh,Fuel2_Min_Cofire_Level,Fuel2_Max_Cofire_Level,Fuel2_Min_Cofire_Level_Start,Fuel2_Max_Cofire_Level_Start,CO2_Capture_Fraction,CO2_Capture_Fraction_Startup,CCS_Disposal_Cost_per_Metric_Ton,ELECTROLYZER,Hydrogen_MWh_Per_Tonne,Hydrogen_Price_Per_Tonne,Qualified_Hydrogen_Supply,Electrolyzer_Min_kt,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Existing_Cap_MW
PJMD,PJMD_batteries_1,Batteries,1,175,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,79.6,0.0,4.0,43.0,-1,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,9.21,0.0,0.0,None,0.0,0.0,0.92,0.92,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,0,0.0,0.0,8230.0,43.0
PJMD,PJMD_biomass_1,Biomass,1,176,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,266.0,585.2,-1,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.0,0.0,0.0,195.0,0.0,11.46,0.435,0.669,waste_biomass,0.188,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,waste_biomass,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,0,0.0,0.0,157220.0,585.3
PJMD,PJMD_biomass_2,Biomass,2,177,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45.0,293.4,-1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.0,0.0,0.0,195.0,0.0,20.06,0.0,2.948,waste_biomass,0.268,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,waste_biomass,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,0,0.0,0.0,157220.0,293.4
PJMD,PJMD_conventional_hydroelectric_1,Conventional Hydroelectric,1,178,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24.0,616.2,-1,25.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.367,0.17,None,0.045,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1159680669398907,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,0.0,53201.0,616.1999999999999
PJMD,PJMD_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,1,179,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,46546.5,0.0,6.0,3003.0,-1,500.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.414,0.0,0.866,0.866,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,0.0,53201.0,3003.0
PJMD,PJMD_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,1,180,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.3,0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.391114141700936,0.0,0.0,0.0,43.0,0.0,8.16,0.0,0.0,PJMD_gas,0.18,0.0,1.0,1.0,0.0,0.0,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,PJMD_gas,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,0,0.0,0.0,22982.721140126592,2.1353288796003898
PJMD,PJMD_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,1,181,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,20.3,0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,99.0,13.7,9.21,0.0,0.0,PJMD_gas,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.63,1.26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,PJMD_gas,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,0,0.0,0.0,58012.0,0.4333971373686864
PJMD,PJMD_nuclear_1,Nuclear,1,182,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,3708.0,-1,927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,280.0,0.0,10.45,0.0,0.0,south_atlantic_uranium,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.041666667,0.083333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,south_atlantic_uranium,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,0.0,218549.0,3708.0
PJMD,PJMD_onshore_wind_turbine_1,Onshore Wind Turbine,1,183,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,208.0,0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1442411543715847,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,0.0,0.0,0.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,0.0,29566.0,0.2370705200870588
PJMD,PJMD_petroleum_liquids_1,Petroleum Liquids,1,184,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,144.0,650.304,0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,0.0,0.0,43.0,0.0,14.07,1.794,3.961,south_atlantic_distillate,0.18,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,south_atlantic_distillate,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,0,0.0,0.0,23800.0,630.0599164455683
PJMD,PJMD_small_hydroelectric_1,Small Hydroelectric,1,185,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,14.505,-1,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,0.0,0.001,None,0.255,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1159680669398907,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,0.0,53201.0,14.5
PJMD,PJMD_solar_photovoltaic_1,Solar Photovoltaic,1,186,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,191.0,5164.449,0,27.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17,0.367,0.176,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2079024134790528,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,None,0,1,0,0.0,0.0,0.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,0.0,21495.0,5074.499978177358
PJME,PJME_batteries_1,Batteries,1,187,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,185.5,0.0,14.0,126.994,-1,9.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,9.3,0.0,0.302,None,0.0,0.0,0.92,0.92,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,0,0.0,0.0,8230.0,127.0
PJME,PJME_biomass_1,Biomass,1,188,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,117.0,274.365,-1,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,195.0,0.0,11.54,1.684,1.222,waste_biomass,0.348,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,waste_biomass,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,0,0.0,0.0,157220.0,274.4
PJME,PJME_biomass_2,Biomass,2,189,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,18.0,520.308,-1,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,0.0,0.0,195.0,0.0,19.21,2.779,2.008,waste_biomass,0.202,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,waste_biomass,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,0,0.0,0.0,157220.0,520.3
PJME,PJME_conventional_hydroelectric_1,Conventional Hydroelectric,1,190,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48.0,1318.08,-1,27.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,0.0,0.103,None,0.109,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3476340258451194,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,0.0,53201.0,1318.1
PJME,PJME_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,1,191,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30101.0,0.0,13.0,1942.005,-1,149.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.391,0.0,0.866,0.866,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,0.0,53201.0,1942.0
PJME,PJME_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,1,192,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,83.0,264.77,0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.391114141700936,0.0,0.0,0.0,43.0,0.0,8.98,1.079,1.111,PJME_gas,0.18,0.0,1.0,1.0,0.0,0.0,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,PJME_gas,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,0,0.0,0.0,22982.721140126592,264.7806101309038
PJME,PJME_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,1,193,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,3881.894,0,168.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,99.0,13.7,13.89,4.237,4.139,PJME_gas,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.63,1.26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,PJME_gas,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,0,0.0,0.0,33789.0,2.0288496439748087
PJME,PJME_nuclear_1,Nuclear,1,194,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,12829.399,-1,1166.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,280.0,0.0,10.45,0.0,0.0,middle_atlantic_uranium,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.041666667,0.083333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0.0,0.0,0.0,1,0,0,1,middle_atlantic_uranium,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,0.0,227008.0,12829.4
PJME,PJME_onshore_wind_turbine_1,Onshore Wind Turbine,1,195,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26.0,1314.404,0,50.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,0.0,0.072,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2012130802718702,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,0.0,0.0,0.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,0.0,29566.0,1314.387417821178
